"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89"
0,0.147622906149897,0.282374449983894,0.403241838455442,0.50984527435125,0.602348730758002,0.68135588346298,0.747800752004489,0.802841265163868,0.847762161142253,0.883891624221302,0.912534085421888,0.93491985893319,0.952170869940881,0.965280710426175,0.975106639385891,0.982370882065559,0.987668611288542,0.991480232470685,0.994185962162527,0.996081116842939,0.99739095765146,0.998284327880199,0.998885649501775,0.999285102659568,0.999546998225347,0.999716475575543,0.999824726845176,0.9998929776009,0.999935454151714,0.999961550004299,0.999977376560606,0.999986852132537,0.999992452791348,0.999995720906776,0.999997603643146,0.999998674482129,0.999999275807479,0.999999609197948,0.999999791697737,0.999999890335644,0.999999942974205,0.999999970710527,0.999999985141119,0.99999999255448,0.999999996314993,0.999999998198576,0.999999999130183,0.999999999585166,0.999999999804586,0.999999999909078,0.999999999958215,0.999999999981033,0.999999999991496,0.999999999996234,0.999999999998353,0.999999999999288,0.999999999999696,0.999999999999872,0.999999999999947,0.999999999999978,0.999999999999991,0.999999999999996,0.999999999999999,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.137026582589158,0.264421226397454,0.380708226681266,0.485013569964082,0.577009501346825,0.656837525244474,0.725018597814189,0.782358753088869,0.829857252826065,0.868622791941689,0.899801558164234,0.924519240789562,0.943837568257995,0.958724732181094,0.9700381760264,0.978517691520002,0.984786539850177,0.989358339342251,0.992647667099681,0.99498263989844,0.996618108009517,0.997748465808311,0.998519420567619,0.999038345142353,0.999383062599029,0.999609071510435,0.999755325958506,0.999848743926601,0.999907642514509,0.999944298648725,0.99996681867581,0.999980476573193,0.999988653739883,0.999993486959558,0.999996307256297,0.999997932007736,0.999998856113313,0.999999375041106,0.999999662748218,0.999999820240685,0.999999905362576,0.999999950788255,0.999999974723964,0.99999998717718,0.999999993574714,0.999999996819937,0.999999998445419,0.999999999249371,0.999999999642009,0.999999999831363,0.999999999921537,0.999999999963941,0.999999999983632,0.999999999992661,0.99999999999675,0.999999999998578,0.999999999999386,0.999999999999738,0.99999999999989,0.999999999999954,0.999999999999981,0.999999999999992,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.126298530860434,0.246018857379756,0.357323744835576,0.458923867825375,0.550055599490678,0.630432579894643,0.700178441652528,0.759748344924199,0.809846522828378,0.851346031830691,0.885215540307999,0.912456474162596,0.93405234978607,0.95093080087656,0.963937737867493,0.973822310376164,0.981230875520516,0.986707977516403,0.99070236544924,0.993576255943388,0.995616325108065,0.997045235999444,0.998032831268903,0.998706415574751,0.999159800738069,0.999460980886405,0.999658445204339,0.999786227930487,0.999867847346455,0.99991930712924,0.999951333647558,0.999971009428307,0.999982942353316,0.999990086755867,0.999994309546997,0.999996773644401,0.999998193192121,0.999999000584521,0.999999453972496,0.999999705342623,0.999999842944022,0.999999917315144,0.999999957003626,0.99999997791629,0.999999988796684,0.999999994386218,0.999999997221574,0.99999999864176,0.999999999344174,0.999999999687223,0.999999999852662,0.999999999931446,0.999999999968495,0.999999999985699,0.999999999993588,0.999999999997161,0.999999999998758,0.999999999999463,0.999999999999771,0.999999999999904,0.99999999999996,0.999999999999983,0.999999999999993,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.11543711338536,0.227156106418454,0.333056264030832,0.43151243657307,0.521384134645329,0.601995882269381,0.67309437607288,0.73478897687886,0.787482302472205,0.831797291333259,0.868506216809435,0.898465926996342,0.922562246080843,0.941665156161314,0.956595207579501,0.968100661310216,0.976844187301438,0.983397529071199,0.988242370222963,0.991775657543092,0.99431779441441,0.99612236388361,0.997386325426403,0.998259915548763,0.998855743226722,0.999256790915535,0.999523203696938,0.999697873304012,0.999810905161114,0.999883102667307,0.999928622081312,0.999956951550803,0.999974356016219,0.99998491143881,0.999991231112154,0.999994966436466,0.999997146085578,0.999998401764807,0.999999115954159,0.999999517004335,0.99999973935702,0.999999861074111,0.999999926860045,0.999999961967003,0.999999980465569,0.999999990089962,0.999999995034257,0.999999997542308,0.999999998798552,0.999999999419881,0.999999999723329,0.99999999986967,0.99999999993936,0.999999999972132,0.99999999998735,0.999999999994328,0.999999999997488,0.999999999998901,0.999999999999525,0.999999999999797,0.999999999999915,0.999999999999965,0.999999999999985,0.999999999999994,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0891932801962679,0.180617273333771,0.271915585084943,0.360985052012001,0.446044788949674,0.525678687569806,0.598851679695623,0.664902128506797,0.723514275592613,0.774675659763149,0.81862482028912,0.855794456546278,0.886754642394495,0.912159821094143,0.932702277360233,0.949073729051586,0.961935709697305,0.971898600463841,0.979508558312096,0.985241186949998,0.989500594700022,0.992622447272288,0.994879713105281,0.996489971673894,0.997623371509395,0.998410551982372,0.998950057027329,0.999314954456503,0.999558523559978,0.999718984697086,0.999823320256075,0.999890281994551,0.999932701807657,0.99995922788446,0.999975601819183,0.999985579311457,0.999991581225039,0.999995145481544,0.999997235110594,0.999998444594162,0.999999135740749,0.999999525672067,0.999999742872979,0.999999862326268,0.999999927190373,0.999999961966974,0.999999980376914,0.999999989999814,0.999999994966348,0.999999997497393,0.999999998771044,0.999999999403906,0.99999999971442,0.999999999864863,0.999999999936838,0.999999999970841,0.999999999986704,0.999999999994012,0.999999999997336,0.999999999998829,0.999999999999492,0.999999999999782,0.999999999999908,0.999999999999962,0.999999999999984,0.999999999999993,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0629001283456286,0.13262658088351,0.207022816126853,0.283939649898608,0.36133529876091,0.437360066994896,0.510421267054494,0.579226008763948,0.64280153565755,0.700494618007099,0.751952970304457,0.797092648147736,0.836055864058771,0.869163673004082,0.896867593411042,0.919703555958499,0.938250730293805,0.953096884569449,0.964811082435604,0.973923789563835,0.98091389104865,0.986201728937886,0.990147049566251,0.99305068055082,0.995158804665845,0.996668826229026,0.997736000520422,0.998480188559988,0.998992285638604,0.999340037074855,0.999573090340216,0.999727236171872,0.999827863913824,0.9998927020502,0.999933938979949,0.999959827072671,0.999975870071498,0.999985684288317,0.999991611115724,0.999995144546316,0.999997224189717,0.999998432584645,0.999999125796047,0.999999518411856,0.99999973795664,0.999999859166853,0.999999925239712,0.999999960801325,0.999999979699526,0.999999989615746,0.99999999475339,0.999999997381717,0.999999998709408,0.999999999371659,0.99999999969784,0.99999999985648,0.999999999932668,0.999999999968799,0.99999999998572,0.999999999993544,0.999999999997117,0.999999999998729,0.999999999999446,0.999999999999762,0.999999999999899,0.999999999999957,0.999999999999982,0.999999999999993,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0430332755203977,0.0974586455613329,0.161098790044799,0.231528141993397,0.306225150480426,0.382719478830339,0.458722430716145,0.532231551874364,0.601603737438582,0.665594798964017,0.723366846139516,0.774467637344477,0.818788002427306,0.856504440211756,0.888014081957889,0.913868541133255,0.934711960350359,0.951227065008636,0.964091473052208,0.97394508111496,0.981368179223807,0.986869105643296,0.990879749785821,0.993757010043644,0.995788353074243,0.997199827975856,0.998165190814742,0.998815130458348,0.999245909269379,0.999527012018021,0.999707618394597,0.999821875596273,0.999893052598374,0.999936716500336,0.999963095087859,0.999978789480772,0.999987985882886,0.999993293346655,0.999996310280991,0.999997999428097,0.999998930973494,0.999999437015785,0.999999707801892,0.999999850537577,0.999999924654022,0.999999962566403,0.999999981671096,0.999999991155264,0.999999995793638,0.999999998028477,0.99999999908931,0.999999999585416,0.999999999813993,0.999999999917754,0.999999999964159,0.999999999984607,0.999999999993485,0.999999999997282,0.999999999998883,0.999999999999547,0.999999999999819,0.999999999999929,0.999999999999972,0.999999999999989,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0,0.0143522120255983,0.044935186452853,0.0902265040820967,0.148032441427205,0.215663949095397,0.290143377417282,0.368419894344189,0.447572122347254,0.524979804959698,0.598451597410831,0.666302407484286,0.727380079888079,0.781046727343615,0.827124026975446,0.865814009563696,0.897607285504723,0.92318955539186,0.943355096233269,0.958933210739668,0.970730857587589,0.979492222925764,0.985874087235085,0.990434585505514,0.993632332031066,0.995832780586884,0.997318970038881,0.998304310585618,0.998945660948404,0.999355528646132,0.999612727833041,0.99977121987393,0.999867135289285,0.999924143929866,0.999957424439443,0.999976508013005,0.999987257094256,0.999993204732907,0.999996437671753,0.999998164092993,0.999999069841913,0.99999953671078,0.99999977315095,0.999999890802907,0.999999948325708,0.999999975960395,0.999999989005652,0.999999995056882,0.999999997815149,0.999999999050638,0.999999999594462,0.999999999829698,0.999999999929693,0.999999999971466,0.999999999988615,0.999999999995535,0.999999999998278,0.999999999999347,0.999999999999757,0.999999999999911,0.999999999999968,0.999999999999989,0.999999999999996,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.0296124718159376,0.00508893215873315,0,0.0146456921245052,0.048165326969367,0.0986212730199124,0.16318439702421,0.238396526433275,0.32047608659466,0.40562948771472,0.490333078953783,0.571557720286529,0.646918569586902,0.714744442062334,0.774072012148245,0.824578574550219,0.86647213078405,0.900359044476893,0.927107888590158,0.947724299785157,0.963246739818905,0.974668053561276,0.982883382923922,0.988661803206119,0.992637136856799,0.995312663336689,0.997074620265527,0.99821015661331,0.998926444512751,0.999368736552816,0.999636107193154,0.9997943574498,0.999886072341173,0.999938124026245,0.999967054841439,0.999982803588087,0.999991200444019,0.999995585715099,0.999997829115878,0.999998953378609,0.999999505325808,0.999999770794212,0.99999989588613,0.999999953637347,0.999999979760273,0.999999991338009,0.999999996365811,0.999999998505232,0.999999999397278,0.999999999761748,0.999999999907672,0.999999999964924,0.999999999986937,0.99999999999523,0.999999999998293,0.999999999999401,0.999999999999794,0.999999999999931,0.999999999999977,0.999999999999993,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.150524845013259,0.0844203594945456,0.0353876267066318,0.00660770737336374,0,0.0160104867863656,0.0535619411506229,0.110173821597545,0.182233309428787,0.265376340313857,0.354922844798151,0.446306189369194,0.535443081996512,0.619004846774097,0.694570327757666,0.760660567196758,0.816672107889945,0.862736809705407,0.899540528659823,0.928131439813171,0.949742803768147,0.965646671324422,0.977046408473147,0.985008546939232,0.990429203857393,0.994027396855141,0.996356737132293,0.997827655931427,0.998733870949213,0.999278662366239,0.999598292015257,0.999781327790162,0.999883644215266,0.999939480738289,0.999969231202804,0.999984708901941,0.999992571894153,0.99999647281085,0.999998362841707,0.999999257213758,0.999999670581272,0.999999857194815,0.999999939486688,0.999999974934918,0.999999989851576,0.999999995983578,0.999999998446214,0.999999999412437,0.999999999782815,0.999999999921528,0.999999999972285,0.999999999990432,0.999999999996771,0.999999999998935,0.999999999999657,0.999999999999892,0.999999999999967,0.99999999999999,0.999999999999997,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
